Date,Year,Month,Avg_Temp,Max_Temp,Min_Temp,Rain,Max_Wind,Avg_Wind,Avg_Gust,Sun_Hours,Clouds,Pressure,Snow
2019-05-01,2019,5,18.458064516129035,24.019354838709678,13.458064516129031,73.1,15.067741935483872,8.519354838709678,36.91935483870968,373.8172944444444,48.29032258064516,1013,0.0
2019-06-01,2019,6,25.13,30.956666666666667,19.7,63.7,12.620000000000001,6.796666666666667,33.38666666666667,414.4338055555556,40.266666666666666,1013,0.0
2019-07-01,2019,7,25.858064516129033,31.593548387096774,20.541935483870965,66.2,14.154838709677419,7.767741935483872,34.16129032258065,417.7254111111111,22.161290322580644,1013,0.0
2019-08-01,2019,8,27.10967741935484,33.435483870967744,21.509677419354837,4.6,15.551612903225807,7.680645161290323,37.29677419354839,402.0673472222222,10.483870967741936,1013,0.0
2019-09-01,2019,9,22.623333333333335,28.473333333333336,17.80666666666667,36.4,14.38,7.66,35.093333333333334,345.06770555555556,29.9,1013,0.0
2019-10-01,2019,10,17.83225806451613,23.906451612903226,13.26774193548387,50.8,10.69032258064516,6.164516129032258,24.61935483870968,288.2832638888889,31.258064516129032,1013,0.0
2019-11-01,2019,11,14.633333333333333,18.773333333333333,11.74,174.4,12.526666666666667,7.3933333333333335,29.913333333333334,193.96004166666665,68.96666666666667,1013,0.0
2019-12-01,2019,12,7.970967741935484,11.925806451612903,5.180645161290323,92.3,16.74516129032258,11.583870967741936,38.20645161290323,214.3514111111111,59.38709677419355,1013,0.0
2020-01-01,2020,1,4.816129032258065,10.419354838709678,1.0258064516129033,8.5,15.80967741935484,11.064516129032258,36.39677419354839,254.74835555555555,31.870967741935484,1013,0.0
2020-02-01,2020,2,8.079310344827586,13.820689655172414,3.5413793103448277,34.9,17.989655172413794,11.237931034482758,41.793103448275865,260.7661777777778,38.310344827586206,1013,0.49
2020-03-01,2020,3,10.290322580645162,15.745161290322581,5.916129032258064,168.9,14.793548387096775,9.3,35.58709677419355,237.63687222222222,53.25806451612903,1013,0.0
2020-04-01,2020,4,12.97,18.733333333333334,7.98,119.5,13.753333333333334,7.916666666666667,34.50333333333333,278.41795,49.13333333333333,1013,7.77
2020-05-01,2020,5,18.967741935483872,24.883870967741935,13.683870967741935,42.5,16.316129032258065,9.8,40.8,383.7014972222222,46.54838709677419,1013,0.0
2020-06-01,2020,6,23.316666666666666,28.733333333333334,18.243333333333332,27.8,15.633333333333333,8.97,38.42666666666666,417.1012111111111,36.93333333333333,1013,0.0
2020-07-01,2020,7,26.287096774193547,31.896774193548385,21.26774193548387,13.700000000000001,15.922580645161291,8.667741935483871,38.39677419354839,431.078825,20.29032258064516,1013,0.0
2020-08-01,2020,8,25.838709677419356,31.419354838709676,21.177419354838708,66.9,14.05483870967742,8.329032258064515,34.99032258064516,398.9943527777778,22.129032258064516,1013,0.0
2020-09-01,2020,9,23.38,28.816666666666666,18.756666666666668,5.4,15.056666666666667,8.063333333333334,36.53666666666666,338.98520833333333,23.266666666666666,1013,0.0
2020-10-01,2020,10,17.848387096774193,23.212903225806453,13.583870967741936,25.5,13.422580645161291,8.429032258064517,32.770967741935486,309.1224555555556,38.32258064516129,1013,0.0
2020-11-01,2020,11,11.003333333333334,16.236666666666668,7.316666666666666,29.200000000000003,11.479999999999999,7.193333333333333,25.446666666666665,252.07593055555554,39.166666666666664,1013,0.0
2020-12-01,2020,12,9.961290322580645,13.596774193548388,7.019354838709678,115.7,13.906451612903227,8.587096774193547,32.02258064516129,170.93128611111112,68.29032258064517,1013,0.0
2021-01-01,2021,1,7.038709677419354,11.541935483870969,3.3483870967741933,135.0,17.27741935483871,10.829032258064515,40.81290322580645,212.49726388888888,56.45161290322581,1013,5.53
2021-02-01,2021,2,8.025,13.725,3.2178571428571425,30.8,15.5,9.471428571428572,36.839285714285715,237.60955833333333,40.964285714285715,1013,9.31
2021-03-01,2021,3,8.864516129032259,13.851612903225806,4.670967741935484,53.3,16.938709677419357,10.296774193548387,40.21612903225807,288.1444916666667,47.12903225806452,1013,0.07
2021-04-01,2021,4,12.29,17.426666666666666,7.613333333333333,56.0,15.03,8.403333333333332,37.1,310.6766166666667,47.63333333333333,1013,0.42
2021-05-01,2021,5,19.5,25.219354838709677,14.087096774193547,15.0,15.829032258064515,8.603225806451613,39.751612903225805,379.40448055555555,41.16129032258065,1013,0.0
2021-06-01,2021,6,23.636666666666667,29.733333333333334,17.796666666666667,25.0,14.360000000000001,8.066666666666666,37.45333333333333,423.30355833333334,27.8,1013,0.0
2021-07-01,2021,7,27.41290322580645,33.354838709677416,22.080645161290324,12.6,14.922580645161291,8.32258064516129,37.099999999999994,431.87294444444444,14.580645161290322,1013,0.0
2021-08-01,2021,8,27.322580645161292,33.403225806451616,21.993548387096773,9.3,14.7,7.632258064516129,35.31290322580645,391.5773638888889,17.838709677419356,1013,0.0
2021-09-01,2021,9,21.376666666666665,27.126666666666665,16.57,25.7,13.643333333333334,8.07,33.95,320.10895277777774,38.233333333333334,1013,0.0
2021-10-01,2021,10,13.97741935483871,18.241935483870968,10.661290322580646,251.29999999999998,13.890322580645162,8.603225806451613,31.635483870967743,237.69724722222222,50.064516129032256,1013,0.0
2021-11-01,2021,11,12.066666666666666,16.586666666666666,8.706666666666667,60.2,12.736666666666668,7.609999999999999,28.573333333333334,207.37345555555555,74.26666666666667,1013,0.0
2021-12-01,2021,12,6.541935483870968,11.02258064516129,3.229032258064516,103.3,18.40967741935484,12.33548387096774,40.21612903225807,215.28114444444444,50.58064516129032,1013,6.79
2022-01-01,2022,1,4.925806451612903,9.687096774193549,1.3258064516129033,54.3,19.461290322580645,13.02258064516129,42.70322580645161,238.07543333333334,38.16129032258065,1013,2.3800000000000003
2022-02-01,2022,2,7.410714285714286,12.907142857142857,3.3785714285714286,64.2,17.857142857142858,11.299999999999999,39.732142857142854,221.84500277777778,50.42857142857143,1013,3.7800000000000002
2022-03-01,2022,3,6.638709677419355,11.996774193548386,2.2129032258064516,67.0,13.738709677419354,8.341935483870968,31.75483870967742,261.28563055555554,49.774193548387096,1013,6.44
2022-04-01,2022,4,13.833333333333334,19.85,8.663333333333332,66.7,15.036666666666667,8.193333333333333,34.65333333333333,319.16,42.7,1013,0.0
2022-05-01,2022,5,19.69677419354839,26.08709677419355,13.774193548387096,49.0,13.432258064516128,6.729032258064516,32.041935483870965,388.4007472222222,41.774193548387096,1013,0.0
