,index,Date,High T,Low T
129,9,10-05-2019,20,11
130,10,11-05-2019,21,11
131,11,12-05-2019,23,13
132,12,13-05-2019,22,13
133,13,14-05-2019,20,14
134,14,15-05-2019,22,15
135,15,16-05-2019,23,14
136,16,17-05-2019,23,12
137,17,18-05-2019,24,15
138,18,19-05-2019,24,16
139,19,20-05-2019,25,16
140,20,21-05-2019,25,15
141,21,22-05-2019,24,13
142,22,23-05-2019,25,14
143,23,24-05-2019,22,14
144,24,25-05-2019,25,13
145,25,26-05-2019,25,14
146,26,27-05-2019,26,15
147,27,28-05-2019,26,16
148,28,29-05-2019,27,16
149,29,30-05-2019,27,16
150,30,31-05-2019,26,16
151,0,01-06-2019,26,14
152,1,02-06-2019,27,16
153,2,03-06-2019,23,14
154,3,04-06-2019,23,16
155,4,05-06-2019,25,16
156,5,06-06-2019,27,16
157,6,07-06-2019,28,17
158,7,08-06-2019,31,19
159,8,09-06-2019,30,21
160,9,10-06-2019,31,20
161,10,11-06-2019,29,19
162,11,12-06-2019,29,20
163,12,13-06-2019,32,19
164,13,14-06-2019,33,21
165,14,15-06-2019,32,20
166,15,16-06-2019,32,21
167,16,17-06-2019,34,20
168,17,18-06-2019,30,21
169,18,19-06-2019,28,21
170,19,20-06-2019,30,20
171,20,21-06-2019,30,20
172,21,22-06-2019,31,20
173,22,23-06-2019,32,21
174,23,24-06-2019,32,21
175,24,25-06-2019,34,21
176,25,26-06-2019,33,23
177,26,27-06-2019,34,21
178,27,28-06-2019,34,21
179,28,29-06-2019,29,21
180,29,30-06-2019,29,18
181,0,01-07-2019,30,18
182,1,02-07-2019,32,20
183,2,03-07-2019,32,20
184,3,04-07-2019,33,22
185,4,05-07-2019,30,20
186,5,06-07-2019,30,19
187,6,07-07-2019,31,19
188,7,08-07-2019,32,21
189,8,09-07-2019,31,22
190,9,10-07-2019,29,20
191,10,11-07-2019,26,17
192,11,12-07-2019,28,18
193,12,13-07-2019,28,19
194,13,14-07-2019,25,17
195,14,15-07-2019,26,16
196,15,16-07-2019,27,18
197,16,17-07-2019,29,22
198,17,18-07-2019,29,19
199,18,19-07-2019,29,20
200,19,20-07-2019,30,19
201,20,21-07-2019,30,20
202,21,22-07-2019,30,20
203,22,23-07-2019,31,21
204,23,24-07-2019,28,21
205,24,25-07-2019,30,20
206,25,26-07-2019,30,20
207,26,27-07-2019,31,20
208,27,28-07-2019,30,21
209,28,29-07-2019,30,22
210,29,30-07-2019,30,22
211,30,31-07-2019,33,22
212,0,01-08-2019,34,22
213,1,02-08-2019,31,23
214,2,03-08-2019,33,22
215,3,04-08-2019,31,20
216,4,05-08-2019,29,19
217,5,06-08-2019,31,19
218,6,07-08-2019,30,20
219,7,08-08-2019,31,20
220,8,09-08-2019,33,20
221,9,10-08-2019,35,22
222,10,11-08-2019,33,22
223,11,12-08-2019,36,20
224,12,13-08-2019,36,24
225,13,14-08-2019,33,20
226,14,15-08-2019,33,21
227,15,16-08-2019,29,21
228,16,17-08-2019,28,21
229,17,18-08-2019,29,17
230,18,19-08-2019,30,19
231,19,20-08-2019,29,20
232,20,21-08-2019,32,17
233,21,22-08-2019,35,21
234,22,23-08-2019,36,22
235,23,24-08-2019,35,24
236,24,25-08-2019,36,21
237,25,26-08-2019,36,21
238,26,27-08-2019,34,21
239,27,28-08-2019,34,19
240,28,29-08-2019,32,16
241,29,30-08-2019,31,17
242,30,31-08-2019,31,19
243,0,01-09-2019,31,17
244,1,02-09-2019,32,18
245,2,03-09-2019,32,18
246,3,04-09-2019,33,18
247,4,05-09-2019,31,20
248,5,06-09-2019,30,19
249,6,07-09-2019,29,17
250,7,08-09-2019,30,17
251,8,09-09-2019,29,18
252,9,10-09-2019,29,18
253,10,11-09-2019,29,17
254,11,12-09-2019,29,19
255,12,13-09-2019,30,20
256,13,14-09-2019,33,15
257,14,15-09-2019,29,20
258,15,16-09-2019,26,16
259,16,17-09-2019,27,16
260,17,18-09-2019,29,17
261,18,19-09-2019,27,18
262,19,20-09-2019,19,15
263,20,21-09-2019,22,11
264,21,22-09-2019,21,11
265,22,23-09-2019,24,12
266,23,24-09-2019,23,16
267,24,25-09-2019,24,18
268,25,26-09-2019,25,17
269,26,27-09-2019,26,17
270,27,28-09-2019,26,15
271,28,29-09-2019,26,15
272,29,30-09-2019,26,15
273,0,01-10-2019,30,15
274,1,02-10-2019,28,15
275,2,03-10-2019,27,17
276,3,04-10-2019,21,16
277,4,05-10-2019,21,15
278,5,06-10-2019,22,12
279,6,07-10-2019,17,14
280,7,08-10-2019,17,13
281,8,09-10-2019,21,10
282,9,10-10-2019,23,12
283,10,11-10-2019,25,17
284,11,12-10-2019,24,14
285,12,13-10-2019,24,14
286,13,14-10-2019,24,12
287,14,15-10-2019,24,10
288,15,16-10-2019,23,11
289,16,17-10-2019,22,13
290,17,18-10-2019,23,13
291,18,19-10-2019,24,13
292,19,20-10-2019,25,12
293,20,21-10-2019,23,12
294,21,22-10-2019,23,11
295,22,23-10-2019,23,12
296,23,24-10-2019,23,10
297,24,25-10-2019,23,11
298,25,26-10-2019,23,10
299,26,27-10-2019,21,11
300,27,28-10-2019,20,9
301,28,29-10-2019,22,10
302,29,30-10-2019,21,11
303,30,31-10-2019,17,14
304,0,01-11-2019,16,11
305,1,02-11-2019,17,11
306,2,03-11-2019,18,8
307,3,04-11-2019,24,12
308,4,05-11-2019,22,11
309,5,06-11-2019,23,10
310,6,07-11-2019,24,12
311,7,08-11-2019,20,12
312,8,09-11-2019,23,11
313,9,10-11-2019,23,12
314,10,11-11-2019,21,10
315,11,12-11-2019,21,15
316,12,13-11-2019,17,15
317,13,14-11-2019,17,11
318,14,15-11-2019,21,11
319,15,16-11-2019,20,10
320,16,17-11-2019,18,10
321,17,18-11-2019,17,11
322,18,19-11-2019,19,9
323,19,20-11-2019,18,12
324,20,21-11-2019,15,14
325,21,22-11-2019,14,10
326,22,23-11-2019,12,10
327,23,24-11-2019,16,9
328,24,25-11-2019,15,11
329,25,26-11-2019,16,10
330,26,27-11-2019,15,10
331,27,28-11-2019,19,9
332,28,29-11-2019,21,9
333,29,30-11-2019,18,7
334,0,01-12-2019,11,2
335,1,02-12-2019,12,2
336,2,03-12-2019,12,3
337,3,04-12-2019,6,2
338,4,05-12-2019,10,-1
339,5,06-12-2019,12,-1
340,6,07-12-2019,8,0
341,7,08-12-2019,15,5
342,8,09-12-2019,14,7
343,9,10-12-2019,11,8
344,10,11-12-2019,11,8
345,11,12-12-2019,13,7
346,12,13-12-2019,14,8
347,13,14-12-2019,15,8
348,14,15-12-2019,18,9
349,15,16-12-2019,16,7
350,16,17-12-2019,15,6
351,17,18-12-2019,14,6
352,18,19-12-2019,14,7
353,19,20-12-2019,14,11
354,20,21-12-2019,16,10
355,21,22-12-2019,18,10
356,22,23-12-2019,16,9
357,23,24-12-2019,14,7
358,24,25-12-2019,11,6
359,25,26-12-2019,11,6
360,26,27-12-2019,11,2
361,27,28-12-2019,9,4
362,28,29-12-2019,9,-2
363,29,30-12-2019,10,2
364,30,31-12-2019,9,-2
