,index,Date,High T,Low T
144,23,24-05-2020,21,12
145,24,25-05-2020,20,17
146,25,26-05-2020,22,10
147,26,27-05-2020,20,13
148,27,28-05-2020,20,11
149,28,29-05-2020,20,11
150,29,30-05-2020,22,11
151,30,31-05-2020,24,14
152,0,01-06-2020,21,14
153,1,02-06-2020,21,15
154,2,03-06-2020,21,14
155,3,04-06-2020,24,12
156,4,05-06-2020,25,16
157,5,06-06-2020,26,17
158,6,07-06-2020,25,16
159,7,08-06-2020,25,15
160,8,09-06-2020,27,17
161,9,10-06-2020,28,17
162,10,11-06-2020,26,19
163,11,12-06-2020,27,15
164,12,13-06-2020,25,18
165,13,14-06-2020,27,18
166,14,15-06-2020,28,19
167,15,16-06-2020,27,18
168,16,17-06-2020,26,18
169,17,18-06-2020,26,18
170,18,19-06-2020,29,19
171,19,20-06-2020,30,18
172,20,21-06-2020,24,16
173,21,22-06-2020,27,16
174,22,23-06-2020,26,16
175,23,24-06-2020,27,18
176,24,25-06-2020,30,19
177,25,26-06-2020,30,19
178,26,27-06-2020,31,19
179,27,28-06-2020,31,18
180,28,29-06-2020,31,19
181,29,30-06-2020,31,22
182,0,01-07-2020,33,23
183,1,02-07-2020,31,21
184,2,03-07-2020,31,23
185,3,04-07-2020,31,22
186,4,05-07-2020,34,23
187,5,06-07-2020,35,22
188,6,07-07-2020,32,23
189,7,08-07-2020,27,21
190,8,09-07-2020,29,19
191,9,10-07-2020,32,17
192,10,11-07-2020,31,19
193,11,12-07-2020,31,19
194,12,13-07-2020,28,23
195,13,14-07-2020,27,19
196,14,15-07-2020,27,16
197,15,16-07-2020,27,19
198,16,17-07-2020,29,17
199,17,18-07-2020,30,19
200,18,19-07-2020,30,19
201,19,20-07-2020,29,20
202,20,21-07-2020,30,19
203,21,22-07-2020,34,21
204,22,23-07-2020,33,20
205,23,24-07-2020,33,19
206,24,25-07-2020,29,20
207,25,26-07-2020,29,21
208,26,27-07-2020,31,20
209,27,28-07-2020,33,20
210,28,29-07-2020,35,22
211,29,30-07-2020,35,22
212,30,31-07-2020,33,22
213,0,01-08-2020,35,22
214,1,02-08-2020,31,22
215,2,03-08-2020,29,22
216,3,04-08-2020,28,20
217,4,05-08-2020,29,21
218,5,06-08-2020,30,21
219,6,07-08-2020,31,19
220,7,08-08-2020,32,20
221,8,09-08-2020,36,25
222,9,10-08-2020,32,21
223,10,11-08-2020,32,20
224,11,12-08-2020,32,21
225,12,13-08-2020,32,20
226,13,14-08-2020,30,20
227,14,15-08-2020,29,20
228,15,16-08-2020,29,21
229,16,17-08-2020,29,19
230,17,18-08-2020,28,19
231,18,19-08-2020,28,20
232,19,20-08-2020,29,20
233,20,21-08-2020,32,19
234,21,22-08-2020,34,20
235,22,23-08-2020,32,21
236,23,24-08-2020,31,21
237,24,25-08-2020,30,21
238,25,26-08-2020,30,20
239,26,27-08-2020,30,21
240,27,28-08-2020,31,18
241,28,29-08-2020,34,20
242,29,30-08-2020,31,19
243,30,31-08-2020,31,21
244,0,01-09-2020,30,20
245,1,02-09-2020,33,21
246,2,03-09-2020,31,20
247,3,04-09-2020,30,20
248,4,05-09-2020,29,16
249,5,06-09-2020,30,18
250,6,07-09-2020,32,19
251,7,08-09-2020,31,20
252,8,09-09-2020,33,20
253,9,10-09-2020,30,19
254,10,11-09-2020,30,17
255,11,12-09-2020,32,17
256,12,13-09-2020,33,18
257,13,14-09-2020,32,19
258,14,15-09-2020,32,20
259,15,16-09-2020,31,18
260,16,17-09-2020,28,17
261,17,18-09-2020,29,20
262,18,19-09-2020,27,17
263,19,20-09-2020,25,12
264,20,21-09-2020,26,14
265,21,22-09-2020,27,14
266,22,23-09-2020,26,15
267,23,24-09-2020,27,17
268,24,25-09-2020,27,16
269,25,26-09-2020,24,18
270,26,27-09-2020,26,15
271,27,28-09-2020,26,15
272,28,29-09-2020,27,16
273,29,30-09-2020,23,13
274,0,01-10-2020,24,10
275,1,02-10-2020,26,13
276,2,03-10-2020,26,14
277,3,04-10-2020,27,16
278,4,05-10-2020,27,16
279,5,06-10-2020,28,18
280,6,07-10-2020,27,17
281,7,08-10-2020,25,17
282,8,09-10-2020,22,14
283,9,10-10-2020,24,13
284,10,11-10-2020,24,14
285,11,12-10-2020,24,14
286,12,13-10-2020,24,18
287,13,14-10-2020,24,11
288,14,15-10-2020,25,12
289,15,16-10-2020,25,15
290,16,17-10-2020,24,14
291,17,18-10-2020,23,10
292,18,19-10-2020,20,11
293,19,20-10-2020,20,9
294,20,21-10-2020,22,10
295,21,22-10-2020,22,9
296,22,23-10-2020,23,9
297,23,24-10-2020,24,9
298,24,25-10-2020,21,11
299,25,26-10-2020,22,10
300,26,27-10-2020,22,9
301,27,28-10-2020,21,11
302,28,29-10-2020,22,14
303,29,30-10-2020,21,11
304,30,31-10-2020,20,7
305,0,01-11-2020,18,8
306,1,02-11-2020,18,7
307,2,03-11-2020,19,12
308,3,04-11-2020,18,10
309,4,05-11-2020,19,8
310,5,06-11-2020,18,7
311,6,07-11-2020,18,5
312,7,08-11-2020,18,7
313,8,09-11-2020,18,7
314,9,10-11-2020,18,11
315,10,11-11-2020,17,13
316,11,12-11-2020,17,12
317,12,13-11-2020,18,7
318,13,14-11-2020,18,8
319,14,15-11-2020,17,8
320,15,16-11-2020,17,9
321,16,17-11-2020,18,6
322,17,18-11-2020,15,8
323,18,19-11-2020,15,9
324,19,20-11-2020,15,3
325,20,21-11-2020,14,5
326,21,22-11-2020,14,6
327,22,23-11-2020,14,2
328,23,24-11-2020,14,5
329,24,25-11-2020,13,3
330,25,26-11-2020,15,0
331,26,27-11-2020,17,0
332,27,28-11-2020,16,0
333,28,29-11-2020,18,5
334,29,30-11-2020,12,7
335,0,01-12-2020,8,4
336,1,02-12-2020,8,3
337,2,03-12-2020,10,4
338,3,04-12-2020,12,4
339,4,05-12-2020,15,11
340,5,06-12-2020,14,10
341,6,07-12-2020,11,10
342,7,08-12-2020,15,7
343,8,09-12-2020,14,7
344,9,10-12-2020,14,12
345,10,11-12-2020,15,8
346,11,12-12-2020,14,10
347,12,13-12-2020,13,7
348,13,14-12-2020,11,10
349,14,15-12-2020,15,10
350,15,16-12-2020,10,9
351,16,17-12-2020,12,7
352,17,18-12-2020,12,5
353,18,19-12-2020,11,6
354,19,20-12-2020,11,5
355,20,21-12-2020,10,6
356,21,22-12-2020,11,7
357,22,23-12-2020,14,5
358,23,24-12-2020,14,4
359,24,25-12-2020,15,5
360,25,26-12-2020,15,6
361,26,27-12-2020,17,11
362,27,28-12-2020,16,13
363,28,29-12-2020,18,6
364,29,30-12-2020,18,9
365,30,31-12-2020,17,10
