,index,Date,High T,Low T
324,19,20-11-2016,17,3
325,20,21-11-2016,16,2
326,21,22-11-2016,15,5
327,22,23-11-2016,15,3
328,23,24-11-2016,14,3
329,24,25-11-2016,14,2
330,25,26-11-2016,14,4
331,26,27-11-2016,14,10
332,27,28-11-2016,13,6
333,28,29-11-2016,7,3
334,29,30-11-2016,7,-3
335,0,01-12-2016,7,-4
336,1,02-12-2016,12,-1
337,2,03-12-2016,27,4
338,3,04-12-2016,27,2
339,4,05-12-2016,9,0
340,5,06-12-2016,10,-2
341,6,07-12-2016,11,-1
342,7,08-12-2016,8,-1
343,8,09-12-2016,11,-2
344,9,10-12-2016,14,-1
345,10,11-12-2016,14,0
346,11,12-12-2016,15,1
347,12,13-12-2016,11,-1
348,13,14-12-2016,6,-5
349,14,15-12-2016,8,-1
350,15,16-12-2016,7,-1
351,16,17-12-2016,7,-4
352,17,18-12-2016,8,-4
353,18,19-12-2016,9,-3
354,19,20-12-2016,11,-3
355,20,21-12-2016,7,-1
356,21,22-12-2016,7,-2
357,22,23-12-2016,11,-3
358,23,24-12-2016,11,-4
359,24,25-12-2016,9,-3
360,25,26-12-2016,10,-2
361,26,27-12-2016,11,4
362,27,28-12-2016,11,1
363,28,29-12-2016,7,-2
364,29,30-12-2016,6,-2
365,30,31-12-2016,4,0
